date_only,Location,avg_temp,avg_do,avg_turbidity,DO_delta
2014-12-31,MIC12,4.9075,12.6853125,5.7184375,NA
2014-12-31,MIC3,4.4421875,13.805625,5.2175,NA
2015-01-01,MIC12,4.6075,12.745208333333334,5.380520833333334,0.3200000000000003
2015-01-01,MIC3,4.2428125,13.8421875,5.0184375,0.2900000000000009
2015-01-02,MIC12,4.7951041666666665,12.704791666666669,5.1190625,0.3699999999999992
2015-01-02,MIC3,4.438125,13.765104166666667,4.6034375,0.3299999999999983
2015-01-03,MIC12,6.443854166666667,12.181979166666666,5.0408333333333335,0.15999999999999837
2015-01-03,MIC3,5.936979166666666,13.224479166666669,4.558645833333333,0.13000000000000078
2015-01-04,MIC12,7.468125,11.798333333333334,4.939791666666666,0.120000000000001
2015-01-04,MIC3,7.258958333333333,12.779375,4.532291666666667,0.20000000000000107
2015-01-05,MIC12,8.962083333333334,11.406145833333332,5.484583333333333,0.23000000000000043
2015-01-05,MIC3,8.791666666666666,12.32375,4.846315789473684,0.22999999999999865
2015-01-06,MIC12,8.3721875,11.5875,5.098541666666667,0.620000000000001
2015-01-06,MIC3,8.4234375,12.398958333333333,4.889895833333333,0.5899999999999999
2015-01-07,MIC12,8.132708333333333,11.663333333333334,4.7084375000000005,0.5700000000000003
2015-01-07,MIC3,8.1803125,12.463125,4.339791666666667,0.5
2015-01-08,MIC12,7.517395833333333,11.846666666666668,4.563125,0.5
2015-01-08,MIC3,7.549166666666666,12.641875,4.101875,0.5300000000000011
2015-01-09,MIC12,7.193229166666667,11.943541666666668,4.480729166666666,0.5
2015-01-09,MIC3,7.110625,12.761458333333334,3.8164583333333337,0.5499999999999989
2015-01-10,MIC12,6.934270833333334,12.00125,4.401458333333333,0.4399999999999995
2015-01-10,MIC3,6.784375,12.8328125,3.7021875,0.5
2015-01-11,MIC12,7.992395833333333,11.687916666666666,4.402083333333334,0.33000000000000007
2015-01-11,MIC3,7.643854166666666,12.565416666666666,3.748541666666666,0.33000000000000007
2015-01-12,MIC12,8.512083333333333,11.5334375,6.104375,0.4300000000000015
2015-01-12,MIC3,8.374583333333334,12.395729166666667,4.530104166666667,0.4900000000000002
2015-01-13,MIC12,8.032708333333334,11.692291666666666,6.594479166666667,0.6899999999999995
2015-01-13,MIC3,7.940729166666666,12.556875,5.929479166666667,0.6900000000000013
2015-01-14,MIC12,6.421458333333334,12.254583333333333,5.122916666666667,0.8599999999999994
2015-01-14,MIC3,6.6040625,13.003541666666669,4.5309375,0.9000000000000004
2015-01-15,MIC12,5.906666666666666,12.374375,4.901458333333333,0.47999999999999865
2015-01-15,MIC3,5.68875,13.226041666666667,4.4948958333333335,0.4900000000000002
2015-01-16,MIC12,7.9965625,11.36625,30.563333333333333,0.08999999999999986
2015-01-16,MIC3,7.660729166666667,12.485833333333334,24.3371875,-0.08000000000000007
2015-01-17,MIC12,8.4705208333333335,11.089583333333334,39.11927083333333,-0.10999999999999943
2015-01-17,MIC3,8.451458333333333,12.179895833333331,34.86479166666667,0.11999999999999922
2015-01-18,MIC12,10.1575,10.32375,76.32208333333334,0.5700000000000003
2015-01-18,MIC3,10.199479166666666,11.376770833333332,84.43958333333333,0.46000000000000085
2015-01-19,MIC12,9.231875,10.953645833333333,28.077395833333338,0.39000000000000057
2015-01-19,MIC3,9.300104166666667,12.046354166666667,31.1459375,0.39000000000000057
2015-01-20,MIC12,8.357083333333334,11.378854166666668,15.7975,0.4400000000000013
